fare_amount_bin,avg_tip
83.75,13.548461
84.8,10.302857
84.84,0.0
85.1,0.0
85.75,15.431666
86.55,17.35
87.7,11.08
88.06,18.82
88.29,17.66
88.76,17.91
88.88,13.676667
89.25,17.91
89.51,12.0
89.74,18.01
89.8,11.9
90.0,13.556916
90.04,18.07
90.2,6.3333335
90.26,20.61
91.8,16.36
92.2,18.5
92.3,7.125
92.59,0.0
93.8,16.118
94.05,8.0
94.5,15.733126
96.09,0.0
96.2,5.55
96.75,18.863333
96.97,0.0
97.64,19.55
100.07,0.0
100.22,22.2
100.42,0.0
101.0,16.076418
101.3,0.0
101.4,0.0
101.91,0.0
102.22,0.0
102.6,4.104
102.75,11.655001
103.03,14.973333
103.18,15.0
103.76,7.0
103.91,0.0
104.75,0.0
105.25,15.0
105.3,0.0
106.25,18.408333
107.0,16.96202
107.2,24.0
107.23,21.5
108.0,17.25233
108.2,0.0
108.26,21.7
108.6,21.88
109.01,10.0
109.24,26.05
109.25,18.44
109.6,21.98
109.75,15.635
110.2,0.0
111.11,16.0522
111.55,5.0
111.65,0.0
112.25,15.714286
113.33,17.587143
114.11,0.0
114.5,19.490461
115.09,23.18
115.54,15.0
116.75,15.0
117.2,23.6
117.9,7.78
118.44,0.0
118.8,19.71
119.2,7.5
120.75,25.356667
120.9,21.745
121.05,10.0
122.98,24.76
123.11,15.0
123.25,24.81
123.56,0.0
123.75,27.009998
123.8,19.866667
126.05,29.060001
126.3,13.4
126.7,15.0
127.55,0.0
127.8,22.810001
128.73,32.56
130.56,10.08
130.9,20.0
130.92,38.94
131.0,18.674698
131.11,16.888
131.25,21.99
132.33,15.0
132.66,20.0
133.0,20.163681
134.2,27.0
134.26,19.003334
134.5,22.274391
135.76,13.0
137.27,27.5
137.51,15.0
138.76,27.81
139.5,23.646296
140.05,0.0
140.25,25.039999
140.58,15.1
140.83,28.17
141.9,10.0
143.2,28.8
145.03,15.0
146.19,0.0
147.77,20.0
148.0,21.071152
149.26,15.0
149.68,20.0
150.06,15.0
152.12,30.58
155.48,15.0
156.76,31.41
157.09,5.55
158.11,31.65
159.25,22.283333
159.55,15.0
160.0,20.265259
161.52,32.35
162.0,23.244797
163.56,32.75
165.5,22.92743
166.76,0.0
167.0,20.875914
173.0,22.509808
174.7,0.0
176.59,0.0
183.2,19.15
183.55,20.0
185.55,27.0075
185.75,48.08
187.25,37.61
188.0,25.23613
188.78,37.82
189.5,27.672777
197.0,24.47
197.77,0.0
198.5,24.194445
199.4,0.0
200.75,20.0
203.0,23.057878
207.77,20.0
215.99,10.0
216.5,29.835556
216.75,28.38
220.02,20.0
222.11,44.58
227.0,25.646563
227.22,30.0
228.88,20.0
230.0,25.53933
233.0,30.62
239.0,31.298
247.3,20.0
247.8,12.51
248.8,40.0
250.01,0.0
250.06,0.0
254.75,51.11
255.5,0.0
256.25,22.0
256.67,0.0
262.0,38.27111
264.75,53.0
265.55,20.0
266.5,0.0
268.7,56.2
269.0,36.426666
272.0,37.32909
274.0,32.468887
275.0,31.100851
275.54,0.0
280.0,29.537144
281.5,0.0
285.8,10.0
288.85,0.0
288.88,58.114998
290.0,30.82975
293.75,58.81
294.0,22.61
299.0,21.375383
300.0,33.94618
308.0,14.166
312.2,78.25
314.0,36.47167
321.22,120.0
329.0,46.023335
330.5,66.36
332.0,70.14667
335.01,0.0
336.5,0.0
339.5,68.06
342.0,25.656668
343.25,40.0
345.5,10.0
352.0,35.23
353.5,91.46
354.0,34.298332
356.0,30.416666
359.0,23.165
361.5,0.0
364.0,0.0
365.0,30.922857
366.0,16.6
370.0,24.88625
372.5,0.0
378.0,44.88
387.21,0.0
390.5,82.11
401.0,22.25
402.5,80.66
403.5,60.0
404.0,20.0
425.0,7.5
428.0,0.0
443.0,42.5
444.0,55.665
450.0,9.351539
467.5,0.0
471.5,0.0
484.0,0.0
488.0,0.0
493.0,0.0
509.0,0.0
512.0,0.0
524.0,0.0
550.0,0.0
573.0,0.0
660.0,0.0
682.95,0.0
712.95,0.0
726.71,0.0
778.5,0.0
793.0,0.0
850.0,0.0
1019.5,0.0
1500.0,0.0
2505.16,0.0
4004.5,0.0
8024.3,0.0
15409.3,0.0
19269.65,0.0
0.05,0.071239315
0.11,1.355
0.15,5.125
0.25,6.0025
0.41,0.0
0.8,4.9242105
0.97,0.0
1.0,0.76599544
1.55,0.0
1.92,0.0
2.1,0.0
2.18,0.0
3.08,0.0
4.05,0.32333335
4.1,0.5714286
4.4,25.0
4.65,1.2028571
4.99,0.0
5.05,0.0
5.09,0.78666663
5.39,1.1
5.46,0.575
5.6,1.1038889
5.76,0.23328768
6.4,0.81
6.58,0.0
6.76,0.0
7.36,0.3
7.4,1.3125
7.49,1.6
7.64,0.36
8.03,1.328
8.19,1.275
8.49,1.86
8.6,0.68833333
8.66,0.96
8.82,0.0
8.88,1.7512728
9.09,1.88
9.1,0.6857143
9.15,0.0
9.2,0.70096153
9.35,0.27714285
9.4,2.148
9.75,0.0
9.8,1.7834746
9.91,1.07
10.12,2.08
10.15,0.0
10.36,2.23
10.49,1.69
10.95,0.0
11.1,1.7892857
11.31,0.25
11.53,2.46
11.85,0.0
11.94,0.0
11.96,1.0
12.01,1.2
12.29,2.61
12.88,1.9671428
12.9,3.1057143
13.26,0.0
13.8,2.4694843
13.86,2.93
13.95,0.0
14.15,0.0
14.3,2.7060318
15.31,0.0
15.36,0.20866667
15.53,0.0
15.57,0.0
15.67,0.0
15.74,0.0
15.78,0.0
16.18,0.0
16.2,1.9678571
16.25,0.0
16.28,0.285
16.5,2.2264087
16.64,0.0
16.78,0.0
17.11,0.0
17.13,0.0
17.17,0.2875
17.25,0.17727274
17.44,0.0
17.68,0.0
17.84,0.0
17.85,0.9
17.9,2.755
17.92,0.0
17.95,0.0
18.19,0.0
18.45,0.0
18.53,0.0
18.57,0.0
18.61,0.0
18.85,0.0
18.9,3.05
18.95,0.0
19.2,0.79041666
19.29,0.0
19.34,0.0
19.35,0.0
19.41,0.0
19.6,1.5507692
19.68,0.0
19.77,0.0
19.9,1.3633333
19.94,0.0
20.15,0.0
20.23,0.0
20.34,0.0
20.39,0.0
20.41,0.0
20.54,0.0
20.62,0.0
20.74,0.0
20.85,0.0
20.9,0.53
20.93,0.0
21.09,0.0
21.11,1.425
21.17,0.0
21.26,0.0
21.44,0.0
21.52,0.0
21.67,0.0
21.68,0.0
21.76,0.0
21.77,0.0
21.85,0.0
21.97,0.0
22.06,0.82
22.13,0.0
22.19,0.0
22.24,0.0
22.47,0.0
22.48,0.0
22.51,0.0
22.59,0.0
22.6,0.1642857
22.62,0.0
22.65,0.0
22.7,0.4181818
22.76,0.0
22.79,0.0
22.92,0.0
22.96,0.0
22.99,0.2777778
23.04,0.0
23.19,0.0
23.53,0.7916667
23.6,1.96
23.67,0.0
23.75,1.3272728
23.92,0.0
24.19,0.0
24.21,0.0
24.31,0.0
24.59,0.0
24.6,1.3219999
24.62,0.0
24.7,0.65304345
24.8,3.4586208
24.81,0.0
24.85,0.03857143
24.96,0.0
25.0,4.530893
25.05,1.0
25.06,0.0
25.1,2.050625
25.11,0.0
25.17,0.0
25.24,0.0
25.44,0.0
25.59,0.31058824
25.77,0.0
25.87,0.0
26.23,0.0
26.32,0.0
26.38,0.0
26.43,0.0
26.44,1.3333334
26.57,0.0
26.92,0.0
27.07,0.0
27.11,0.0
27.14,0.0
27.32,0.0
27.36,0.6255556
27.38,0.0
27.52,0.0
27.54,0.0
27.74,0.0
27.75,0.0
28.04,0.0
28.08,0.0
28.17,0.0
28.24,0.0
28.35,0.0
28.52,0.0
28.58,0.0
28.74,0.0
28.81,0.0
28.89,0.0
28.92,0.0
28.95,0.0
28.97,0.0
29.02,0.0
29.17,0.0
29.25,2.0
29.44,0.0
29.54,0.0
29.6,0.54090905
29.71,0.0
29.88,0.0
29.91,0.0
29.97,0.0
29.98,3.01
30.05,0.0
30.07,0.0
30.24,0.0
30.37,0.0
30.42,0.0
30.45,0.0
30.48,0.0
30.64,0.0
30.67,0.7875
30.74,0.0
30.84,0.0
31.03,0.0
31.05,0.0
31.16,0.0
31.21,0.0
31.27,0.0
31.36,0.0
31.41,0.0
31.43,0.0
31.57,0.0
31.6,1.0583333
31.62,0.0
31.79,0.0
31.83,0.0
31.9,0.0
31.93,0.0
32.05,0.0
32.1,0.94
32.11,0.0
32.17,0.0
32.47,0.0
32.56,6.0709376
32.68,0.0
32.96,0.0
33.06,4.6745715
33.18,0.0
33.26,2.5700002
33.46,0.0
33.71,0.0
33.75,0.1923077
33.78,0.0
34.03,0.0
34.32,0.0
34.51,0.0
34.59,0.0
34.61,0.0
34.8,6.745306
34.82,0.0
34.97,0.0
35.05,9.1175
35.16,7.09
35.21,0.0
35.67,0.0
35.83,0.0
35.89,0.0
35.92,0.0
36.24,0.0
36.25,1.0155556
36.44,0.0
36.47,0.0
36.54,0.43941176
36.59,0.0
36.7,0.0
36.76,1.675
36.89,0.0
36.92,0.0
37.01,0.0
37.08,1.2416667
37.11,0.0
37.18,0.0
37.3,6.5626664
37.56,6.882353
37.63,0.0
37.64,0.0
37.7,2.1714284
37.86,0.76
37.87,5.0
37.89,0.70363635
38.01,0.0
38.06,5.185625
38.24,0.0
38.57,0.0
38.7,1.5642856
38.72,0.0
38.74,0.0
38.8,6.8675556
38.88,1.9766667
38.94,0.0
39.0,7.2162695
39.08,0.0
39.15,0.0
39.28,0.0
39.33,0.0
39.35,0.0
39.49,0.0
39.58,0.0
39.59,0.0
39.61,0.0
39.85,0.0
39.95,1.7214286
40.0,7.282744
40.14,0.0
40.24,0.0
40.36,0.0
40.45,3.4366667
40.51,0.0
40.57,0.68083334
40.68,0.0
40.72,0.0
40.85,0.0
40.96,0.0
41.06,6.257879
41.07,0.0
41.09,0.0
41.21,0.0
41.35,0.0
41.41,0.45833334
41.59,0.0
41.75,0.0
41.88,1.4
41.91,0.0
42.04,0.0
42.05,0.0
42.29,9.999999E-4
42.36,0.0
42.38,0.0
42.39,0.0
42.48,0.0
42.61,0.0
42.64,0.0
42.76,2.6666667
42.87,0.0
43.07,0.0
43.09,0.0
43.13,0.0
43.14,0.0
43.22,0.0
43.36,0.0
43.42,0.0
43.5,7.7196765
43.58,0.0
43.6,1.2685715
43.62,0.0
43.72,0.0
44.02,0.0
44.08,0.0
44.24,0.0
44.33,0.0
44.42,0.0
44.45,1.9250001
44.6,2.0177777
44.64,0.0
44.73,0.0
44.76,1.802
44.89,0.0
44.98,6.7166667
44.99,0.0
45.34,0.0
45.37,0.0
45.4,0.0
45.43,0.0
45.45,5.2014284
45.46,0.0
45.52,0.0
45.65,0.0
45.71,0.0
45.75,1.0222222
45.8,7.2917647
46.12,0.0
46.19,0.0
46.27,6.0
46.29,0.0
46.35,0.0
46.46,0.0
46.5,7.847583
46.52,0.0
46.56,7.9821877
46.62,0.0
46.67,0.0
46.8,5.3765383
46.85,0.0
46.9,2.35
47.16,0.0
47.17,0.0
47.27,0.0
47.31,0.0
47.37,0.0
47.4,0.25
47.42,0.0
47.48,0.0
47.56,7.105
47.71,0.0
47.72,0.0
47.76,2.5
47.89,0.0
47.94,0.0
48.03,0.0
48.11,1.956
48.13,0.0
48.16,0.0
48.18,0.0
48.29,0.0
48.31,0.0
48.46,2.5
48.47,0.0
48.55,2.9925
48.76,1.8575
48.79,0.0
48.81,0.0
48.85,0.0
48.88,3.2666667
49.01,4.93
49.08,0.0
49.18,0.0
49.25,9.91
49.29,0.0
49.35,0.0
49.38,0.0
49.41,0.0
49.51,0.0
49.63,0.0
49.75,6.255
49.8,5.7175
49.82,0.0
49.83,0.0
49.84,0.0
49.93,0.0
50.05,9.758
50.07,0.0
50.12,0.0
50.13,0.0
50.16,0.0
50.32,0.0
50.51,0.0
50.56,6.650769
50.61,0.0
50.62,0.0
50.64,0.0
50.65,0.0
50.81,0.0
50.88,0.0
51.03,0.0
51.08,0.0
51.12,3.46
51.18,0.0
51.33,0.0
51.5,8.183562
51.83,0.0
51.92,0.0
51.96,0.0
52.05,0.0
52.21,0.0
52.44,0.0
52.51,0.0
52.83,0.0
52.84,0.0
52.93,0.0
53.25,3.6033335
53.26,0.8333333
53.32,0.0
53.37,0.0
53.4,0.0
53.44,0.0
53.8,8.934375
53.84,2.7325
53.93,0.0
54.28,0.0
54.43,0.0
54.58,5.475
54.6,7.7266665
54.66,0.0
54.76,9.695
54.87,0.0
54.88,0.0
54.89,0.0
54.9,4.4
54.94,0.0
54.99,0.0
55.27,0.0
55.4,0.0
55.62,0.0
55.82,0.0
55.84,0.0
56.01,0.0
56.39,0.0
56.74,11.51
57.01,3.8166666
57.03,6.36
57.06,3.30625
57.16,0.0
57.34,3.8766668
57.56,6.893889
57.74,0.0
58.04,0.0
58.08,0.0
58.2,10.379118
58.23,0.0
58.25,6.732857
58.26,11.171609
58.35,5.0
58.36,9.773571
58.4,2.5
58.57,7.1219997
58.58,9.747692
58.81,0.0
58.95,2.9625
59.26,2.9775
59.34,10.912857
59.42,1.14
59.53,16.52
59.63,6.045
59.66,7.475
59.71,0.0
59.77,0.0
59.78,14.62
59.82,0.0
59.89,8.013333
59.97,0.0
60.0,9.628382
60.03,0.0
60.19,0.0
60.21,0.0
60.25,10.3925
60.3,10.213
60.49,0.0
60.72,0.0
60.78,0.0
60.88,0.0
60.94,0.0
61.02,0.0
61.06,4.908
61.08,0.0
61.11,15.35
61.36,0.0
61.53,0.0
61.54,0.0
61.7,3.125
61.73,0.0
61.75,11.135882
61.91,0.0
62.28,0.0
62.34,10.218667
62.41,0.0
62.44,0.0
62.84,10.07
62.85,14.776667
62.96,0.0
63.09,10.172
63.23,6.355
63.26,10.446
63.35,0.0
63.39,5.5
63.86,10.92
63.95,6.445
63.99,0.0
64.0,10.61216
64.23,0.0
64.38,0.0
64.4,12.9
64.58,9.175
65.3,10.404375
65.35,13.1
65.47,0.0
65.65,11.321428
65.75,3.0
65.9,13.315001
65.94,0.0
66.05,5.324
66.45,0.0
67.0,11.678434
67.01,18.25
67.35,14.78
67.52,5.0
67.56,7.922
67.81,0.0
68.04,0.0
68.34,12.933174
68.4,10.23
68.46,12.686341
69.06,8.382916
69.33,15.05
69.37,0.0
69.74,14.0
69.8,12.381707
69.98,5.0
70.26,0.0
70.3,9.115
70.33,0.0
70.76,13.1925
71.51,0.0
71.83,0.0
72.0,12.458399
72.32,9.746667
72.48,0.0
72.51,0.0
72.52,0.0
72.83,0.0
73.33,17.2
73.4,5.525
73.58,14.88
73.75,14.91
74.1,16.8
74.16,0.0
74.39,0.0
74.5,13.00511
74.75,13.604348
74.76,8.37
75.36,10.0575
75.63,0.0
75.7,9.56
75.73,0.0
76.31,0.0
76.56,11.4925
76.58,19.2
77.06,7.735
77.2,0.0
77.48,15.56
77.59,0.0
77.76,3.72
78.31,0.0
78.47,7.875
78.56,0.0
78.6,15.78
79.25,14.886
79.91,0.0
80.05,18.36
80.56,0.19
80.6,16.15
80.84,0.0
81.55,0.0
81.75,15.626
82.77,0.0
82.8,15.531667
82.9,0.0
84.01,0.0
84.09,18.95
84.5,13.998599
84.77,17.11
84.9,11.32
85.2,10.0
85.4,1.4
85.76,0.0
85.88,5.0
85.9,7.5
86.36,13.715
87.0,14.693126
87.25,15.701166
87.45,14.0
87.75,17.2275
88.3,14.172
89.09,0.0
89.55,18.07
90.3,11.805
90.86,15.433333
90.89,9.1
91.26,18.3
91.5,14.695738
93.58,18.88
93.82,0.0
93.94,6.6666665
94.83,0.0
95.0,15.055825
95.01,19.28
95.6,15.0
96.27,19.41
96.38,0.0
96.47,0.0
96.5,15.748623
96.76,10.0
96.9,19.44
97.4,20.195
97.7,9.8
98.74,0.0
99.11,0.0
99.97,0.0
100.01,25.736666
100.8,17.013334
101.5,16.942078
101.76,0.0
102.64,25.74
103.33,15.97
103.8,23.42
103.99,0.0
104.0,16.962566
104.04,7.5
104.3,7.5
104.58,0.0
105.05,15.525
106.0,16.531567
106.26,0.01
106.8,23.26
109.2,16.788
109.55,0.0
109.93,22.15
110.25,12.16
110.9,13.344
111.15,23.44
111.18,0.0
111.5,18.608843
112.0,16.799
112.76,34.07
113.22,10.0
113.94,0.0
113.95,27.0
115.76,22.4275
115.86,29.0
116.16,20.546667
117.12,24.715
118.25,0.0
118.26,10.0
118.76,14.705
119.5,21.318895
119.6,30.1
119.7,11.8
119.8,24.086668
119.94,24.05
120.25,5.0
120.3,23.635
121.21,0.0
121.25,12.327499
121.56,15.0
122.3,0.0
123.0,19.3221
123.22,31.0
124.56,26.845001
125.9,13.245
126.0,18.774464
126.52,25.36
126.6,29.0
128.6,0.0
128.75,21.33
128.8,12.9
129.08,20.0
130.5,19.573364
130.76,10.0
131.12,26.25
131.2,26.4
131.63,0.0
132.2,0.0
132.5,20.968737
132.7,27.85
133.5,16.670221
133.56,0.0
134.75,19.773333
137.12,20.615
138.5,18.873478
138.7,6.0
138.95,0.0
139.86,0.0
140.08,0.0
140.3,0.0
140.5,21.029667
140.75,28.57
140.76,22.666666
141.75,24.2025
142.2,0.0
142.26,25.0
142.4,18.0
143.25,15.0
143.99,16.0
144.5,28.026733
147.17,25.0
148.06,29.77
150.1,0.0
151.5,18.703783
151.77,30.45
152.0,20.861652
153.8,22.0
155.8,20.0
156.25,29.32
156.75,25.2575
156.8,31.52
158.06,25.0
158.76,0.01
159.5,29.147038
159.8,20.0
161.6,32.48
162.37,0.0
163.3,32.82
165.76,33.21
169.5,24.521034
169.75,17.5
172.22,35.65
173.19,25.0
174.5,21.165417
175.0,20.390976
176.66,25.6475
177.17,23.0
178.5,24.75375
180.01,0.0
181.56,15.0
184.28,0.0
185.05,37.07
188.9,0.0
189.7,57.15
189.99,0.0
190.9,20.0
192.25,20.0
199.9,52.9
200.04,0.0
205.25,45.61
205.55,51.535
211.11,20.0
212.22,43.66
220.0,25.197166
220.05,0.0
222.0,25.715117
222.22,26.477037
223.0,27.375713
223.5,27.859999
224.5,23.9875
226.0,27.345484
229.79,49.37
230.5,27.520908
232.8,48.31
235.5,21.665714
238.02,47.76
240.5,18.0
243.5,22.3375
243.75,50.06
244.0,32.987858
246.68,61.87
250.5,34.155
254.25,50.91
254.44,30.0
256.0,38.12909
257.5,32.02
259.7,0.0
267.0,47.32625
268.5,35.53
271.95,0.0
273.0,53.28857
276.5,24.85
277.5,36.261997
278.5,55.75
285.0,38.530712
288.81,57.92
289.5,0.0
292.0,39.593334
295.55,0.0
304.0,35.592
311.5,0.0
312.5,15.0
314.5,65.26
320.2,96.3
321.0,23.782501
324.81,55.0
326.0,27.296364
330.1,0.0
337.0,31.35
340.0,31.813105
342.5,68.66
345.0,38.689
345.57,86.59
349.75,0.0
350.5,75.71667
362.0,29.94
377.5,75.76
381.5,153.94
384.0,31.086666
386.0,0.09
393.0,78.76
399.99,30.0
410.0,41.08
439.75,10.0
455.0,91.0
459.0,35.0
459.75,0.0
491.0,0.0
545.0,0.0
651.45,0.0
673.0,0.0
2220.5,0.0
20589.88,0.0
31237.77,0.0
0.0,4.3177967
0.32,0.0
0.4,0.0
0.62,0.0
0.65,0.55846155
0.82,0.0
0.83,0.0
1.18,0.0
1.32,0.0
1.4,0.0
1.56,0.37
1.75,57.75
1.84,0.0
1.89,3.0
1.94,0.0
1.95,0.0
2.2,0.033333335
2.26,65.0
2.5,1.9136443
2.6,0.0
2.61,0.825
2.93,0.0
3.0,0.57387865
3.7,0.6588889
3.73,0.07
3.8,0.94166666
4.76,0.98
4.95,1.0
5.67,3.3333333
5.8,1.1389172
6.05,0.0
6.36,0.0
6.67,1.39
6.99,1.82
7.05,0.0
7.08,1.0
7.23,0.0
7.76,0.0
7.78,1.62
9.0,1.3474244
9.02,0.01
9.55,0.0
9.63,1.99
10.01,1.08
10.2,0.69
10.56,2.17
10.9,1.9933333
11.03,2.96
11.06,2.35
11.09,0.5
11.16,1.6942858
11.32,2.9
11.5,1.7046986
11.6,1.645
11.63,2.49
11.74,0.0
12.56,2.57
12.83,0.0
13.6,3.1775
14.46,0.0
14.54,0.0
14.55,0.33727273
14.6,2.3463635
14.71,0.0
14.95,3.05
15.21,0.0
15.26,0.0
15.32,0.0
15.46,0.0
15.48,0.0
15.49,0.0
15.63,0.0
15.64,0.0
15.65,0.0
15.68,0.0
15.84,0.0
15.86,0.0
15.94,0.0
16.03,0.0
16.16,0.0
16.36,0.0
16.37,0.0
16.38,0.0
16.43,0.0
16.44,1.01
16.53,0.0
16.6,10.164545
16.61,0.0
16.62,0.0
16.85,0.0
17.19,0.0
17.21,0.0
17.37,0.0
17.47,0.0
17.53,0.0
17.59,0.0
17.6,0.51142853
17.67,0.0
17.69,0.0
17.7,0.33812502
17.72,0.0
17.82,1.0163636
17.86,0.0
17.89,0.40444446
17.91,0.0
17.93,0.0
17.94,0.0
18.12,0.0
18.14,0.0
18.22,0.0
18.26,0.0
18.33,1.4433333
18.4,1.28
18.48,0.0
18.51,0.0
18.54,0.0
18.71,0.0
18.87,0.0
18.94,0.0
18.96,0.64166665
18.98,0.0
19.01,0.0
19.22,0.0
19.36,0.0
19.42,0.0
19.47,0.0
19.52,0.0
19.58,0.0
19.92,0.0
19.95,0.0
19.96,0.0
20.04,0.0
20.05,0.19857143
20.09,0.0
20.12,0.0
20.19,0.0
20.32,0.0
20.44,0.0
20.49,0.0
20.58,0.0
20.71,0.0
20.84,0.0
21.01,0.0
21.07,0.0
21.18,0.0
21.35,0.0
21.36,0.0
21.41,0.0
21.48,0.0
21.55,0.0
21.56,0.47000003
21.58,0.0
21.6,0.5475
21.72,0.0
21.89,0.4888889
21.9,1.2971429
22.04,0.0
22.11,0.0
22.23,0.64000005
22.25,0.0
22.34,0.0
22.42,0.0
22.43,0.0
22.55,1.5166668
22.84,0.0
23.12,0.0
23.41,0.0
23.5,4.1709104
23.56,2.625
23.59,0.0
23.68,0.0
23.69,0.0
23.84,0.0
23.95,0.0
23.96,0.0
23.99,0.0
24.09,0.0
24.11,0.0
24.2,0.2432
24.24,0.0
24.34,0.0
24.38,0.0
24.41,0.0
24.55,0.0
24.58,0.0
24.87,0.0
25.08,0.0
25.09,0.0
25.13,0.0
25.28,0.0
25.3,4.0819564
25.5,4.657487
25.67,0.0
25.75,0.009000001
25.76,2.1966667
25.88,0.28333333
25.92,0.0
26.09,0.0
26.11,0.0
26.12,0.0
26.19,0.0
26.24,0.0
26.27,0.0
26.35,0.0
26.36,0.0
26.48,0.0
26.61,0.0
26.67,0.0
26.71,0.0
26.79,0.0
26.87,0.0
26.93,0.0
26.99,0.60555553
27.06,1.8725
27.1,0.0
27.16,0.0
27.17,0.0
27.3,3.507857
27.31,0.0
27.37,0.0
27.39,0.0
27.43,0.0
27.61,0.0
27.64,0.0
27.85,0.0
27.92,0.0
27.96,0.0
28.02,0.0
28.21,0.0
28.25,0.0
28.36,0.0
28.4,0.0
28.45,0.0
28.55,2.324
28.57,0.0
28.59,0.71875
28.71,0.0
28.72,0.0
28.73,0.0
28.8,4.4729295
28.85,0.0
29.36,0.7375
29.48,0.0
29.49,0.0
29.56,2.550769
29.65,0.0
29.85,0.0
30.13,0.0
30.18,0.0
30.19,0.0
30.21,0.0
30.3,3.522174
30.38,1.04
30.39,0.0
30.49,0.0
30.89,0.0
30.95,1.3333334
30.96,0.0
31.17,0.0
31.22,0.0
31.3,5.2240276
31.38,1.5833334
31.52,0.0
31.74,0.0
31.78,0.0
31.81,0.0
31.96,0.00375
32.13,0.0
32.16,0.0
32.29,0.0
32.3,4.397857
32.67,0.0
32.69,0.0
32.7,0.0
32.74,0.0
32.92,0.0
33.0,6.3597918
33.02,0.0
33.09,1.6700001
33.22,0.0
33.4,1.026
33.5,6.4432473
33.52,0.0
33.57,0.0
33.64,0.0
33.81,0.0
34.0,6.516165
34.06,5.207692
34.11,0.0
34.13,0.0
34.2,3.226818
34.49,0.0
34.79,0.0
34.89,0.0
34.95,0.8933334
35.0,6.651266
35.01,0.0
35.06,4.846875
35.14,0.0
35.15,0.0
35.42,0.0
35.49,0.0
35.53,0.0
35.54,0.10090909
35.57,0.0
35.58,0.0
35.63,0.0
35.84,0.0
36.06,5.942703
36.09,0.9225
36.15,0.0
36.21,0.0
36.49,0.0
36.51,0.0
36.52,0.0
36.53,0.0
36.56,5.1434283
36.6,1.496
36.64,0.0
36.65,1.5184615
36.79,0.0
36.8,5.8804545
36.83,0.0
36.97,0.0
37.05,7.45
37.07,0.0
37.14,0.0
37.24,0.0
37.35,0.68454546
37.4,0.0
37.43,0.0
37.54,0.0
37.69,0.0
37.79,0.0
37.84,0.0
38.27,0.0
38.42,0.0
38.5,7.1444607
38.65,0.8611111
38.75,0.0
38.77,0.0
38.78,0.0
38.81,0.0
38.83,0.0
38.92,0.0
38.93,0.0
38.97,0.0
39.06,7.3436666
39.11,0.0
39.13,0.0
39.21,0.0
39.3,6.7815623
39.31,0.0
39.38,0.0
39.4,3.8477778
39.53,0.0
39.55,10.05
39.67,0.0
39.74,0.0
39.75,3.5366666
39.76,1.0333333
39.79,0.0
40.06,5.2955556
40.11,0.0
40.22,0.0
40.35,1.01625
40.38,0.0
40.39,0.0
40.44,2.9220002
40.53,0.0
40.63,0.0
40.65,0.0
40.7,4.2125
40.71,0.0
40.82,0.0
40.86,1.4625
41.04,0.0
41.11,0.0
41.34,0.0
41.39,0.0
41.46,0.6423077
41.56,7.9730954
41.63,0.0
41.7,1.5
41.74,0.0
41.77,0.0
41.82,1.576
41.83,0.0
41.94,0.0
41.95,2.4285715
41.98,0.0
42.06,6.7665386
42.19,0.0
42.31,0.0
42.33,0.0
42.41,0.0
42.69,0.0
42.79,2.15
42.89,0.0
43.1,0.0
43.17,0.0
43.19,0.0
43.24,0.0
43.31,0.0
43.38,0.0
43.46,0.0
43.48,4.8
43.51,0.0
43.71,0.0
43.81,0.0
43.82,0.0
43.83,0.0
43.97,0.0
44.07,1.495
44.16,0.0
44.37,0.0
44.38,0.0
44.44,4.0568748
44.52,0.0
44.58,0.0
44.68,0.0
44.69,4.0
44.71,2.3333333
44.79,0.0
44.84,0.0
